timestamp,open,high,low,close,volume
1608811200000,1876.235,1879.288,1869.378,1877.398,6.2985
1608825600000,1877.398,1883.465,1877.258,1879.125,1.7852
1609099200000,1882.921,1889.208,1882.348,1888.098,0.8741
1609113600000,1888.088,1900.098,1885.618,1894.998,6.0986
1609128000000,1895.005,1895.558,1877.208,1884.988,5.3447
1609142400000,1884.988,1886.428,1869.018,1872.768,8.4957
1609156800000,1872.768,1896.378,1871.925,1880.978,11.9562
1609171200000,1880.865,1882.825,1872.448,1876.035,9.5596
1609185600000,1876.075,1877.175,1871.038,1876.605,3.6535
1609200000000,1876.605,1882.538,1874.975,1879.528,6.2364
1609214400000,1879.578,1880.698,1875.408,1879.575,5.4237
1609228800000,1879.575,1883.365,1874.171,1877.178,6.5197
1609243200000,1877.228,1881.185,1871.595,1879.078,12.6749
1609257600000,1879.078,1886.278,1876.495,1878.565,7.311
1609272000000,1878.585,1879.845,1876.835,1878.658,1.7522
1609286400000,1878.638,1885.115,1877.488,1884.128,5.0859
1609300800000,1884.145,1886.008,1878.258,1878.578,3.9253
1609315200000,1878.638,1881.045,1877.185,1878.365,5.4311
1609329600000,1878.365,1887.968,1875.965,1885.238,10.677
1609344000000,1885.238,1891.89,1884.375,1889.685,5.0392
1609358400000,1889.715,1895.285,1889.385,1894.978,2.4626
1609372800000,1895.078,1899.808,1886.898,1888.928,7.1223
1609387200000,1888.898,1894.168,1885.308,1892.494,5.8422
1609401600000,1892.504,1895.938,1890.295,1893.908,6.0815
1609416000000,1893.908,1900.205,1891.658,1898.694,6.5013
1609430400000,1898.674,1900.298,1890.165,1896.735,5.8688
1609444800000,1896.718,1900.88,1896.218,1897.765,1.4286
1609704000000,1904.998,1914.858,1903.288,1913.035,3.0972
1609718400000,1913.025,1925.145,1909.858,1923.12,8.2284
1609732800000,1923.119,1925.475,1918.984,1924.668,6.5087
1609747200000,1924.678,1936.435,1924.468,1933.435,8.7306
1609761600000,1933.435,1944.348,1929.228,1942.85,16.0818
1609776000000,1942.84,1943.635,1932.518,1942.388,13.9308
1609790400000,1942.388,1945.495,1940.378,1941.668,3.388
1609804800000,1941.518,1943.915,1934.178,1940.998,7.0238
1609819200000,1940.998,1943.885,1936.588,1939.498,6.8587
1609833600000,1939.598,1950.178,1939.298,1949.795,8.6161
1609848000000,1949.788,1952.508,1938.938,1943.448,14.7434
1609862400000,1943.448,1952.925,1942.755,1951.235,8.8642
1609876800000,1951.195,1953.085,1947.615,1950.108,3.775
