timestamp,open,high,low,close
1678046400000,1855.798,1855.798,1855.798,1855.798
1678050000000,1855.798,1855.798,1855.798,1855.798
1678053600000,1855.798,1855.798,1855.798,1855.798
1678057200000,1854.644,1855.314,1852.125,1852.255
1678060800000,1852.255,1854.075,1851.315,1852.044
1678064400000,1852.094,1853.595,1850.668,1852.464
1678068000000,1852.464,1854.605,1850.978,1853.648
1678071600000,1853.648,1855.768,1853.295,1854.938
1678075200000,1854.908,1856.375,1853.755,1853.895
1678078800000,1853.905,1855.335,1853.348,1854.155
1678082400000,1854.145,1855.355,1852.915,1853.358
1678086000000,1853.358,1858.168,1852.675,1856.155
1678089600000,1856.125,1857.095,1852.334,1853.325
1678093200000,1853.305,1854.868,1850.505,1851.345
1678096800000,1851.355,1852.955,1849.808,1850.014
1678100400000,1849.964,1850.855,1847.125,1848.445
1678104000000,1848.445,1852.395,1848.035,1852.165
1678107600000,1852.175,1853.205,1850.125,1851.394
1678111200000,1851.394,1853.718,1850.398,1851.684
1678114800000,1851.674,1853.855,1849.175,1850.945
1678118400000,1850.925,1852.365,1849.164,1851.525
1678122000000,1851.525,1852.658,1848.315,1850.258
1678125600000,1850.255,1850.258,1846.365,1846.985
1678129200000,1846.975,1847.055,1845.015,1846.035
1678132800000,1846.035,1847.235,1845.575,1846.495
1678136400000,1846.475,1846.934,1845.975,1846.015
1678140000000,1846.015,1846.015,1846.015,1846.015
1678143600000,1846.248,1846.985,1845.698,1846.255
1678147200000,1846.225,1846.225,1844.045,1845.815
1678150800000,1845.825,1848.375,1844.805,1847.745
1678154400000,1847.798,1850.395,1847.145,1849.045
1678158000000,1849.065,1849.095,1846.485,1847.505
1678161600000,1847.485,1848.715,1846.985,1847.218
1678165200000,1847.175,1849.375,1846.895,1847.395
1678168800000,1847.385,1848.385,1846.735,1846.735
1678172400000,1846.695,1851.555,1845.275,1848.385
1678176000000,1848.365,1849.545,1845.785,1846.245
1678179600000,1846.235,1846.865,1843.278,1843.638
1678183200000,1843.618,1844.215,1842.645,1842.895
1678186800000,1842.915,1843.885,1840.855,1841.875
1678190400000,1841.865,1841.865,1838.765,1839.505
1678194000000,1839.505,1840.115,1833.325,1835.385
1678197600000,1835.375,1835.435,1829.815,1831.555
1678201200000,1831.535,1831.665,1815.555,1817.905
1678204800000,1817.705,1821.005,1816.704,1819.905
1678208400000,1819.905,1823.038,1816.815,1816.955
1678212000000,1816.955,1818.015,1812.775,1814.395
1678215600000,1814.405,1815.615,1812.655,1813.835
1678219200000,1813.855,1815.915,1813.715,1813.895
1678222800000,1813.915,1814.855,1812.795,1812.795
1678226400000,1812.795,1812.795,1812.795,1812.795
1678230000000,1812.968,1814.315,1812.938,1813.865
1678233600000,1813.855,1814.045,1812.215,1813.255
1678237200000,1813.255,1814.035,1811.255,1812.155
1678240800000,1812.138,1812.885,1810.535,1810.935
1678244400000,1810.905,1811.475,1809.248,1809.688
1678248000000,1809.688,1811.635,1809.688,1811.445
1678251600000,1811.425,1812.915,1810.375,1812.015
1678255200000,1812.025,1813.935,1811.415,1813.855
1678258800000,1813.845,1814.925,1812.805,1814.135
1678262400000,1814.125,1815.108,1813.125,1813.235
1678266000000,1813.215,1815.085,1812.768,1813.625
1678269600000,1813.615,1814.785,1812.265,1814.005
1678273200000,1814.025,1816.555,1813.798,1814.955
1678276800000,1814.965,1815.838,1813.295,1815.105
1678280400000,1815.085,1815.145,1812.065,1813.575
1678284000000,1813.575,1821.465,1812.875,1820.274
1678287600000,1820.264,1824.185,1815.895,1820.555
1678291200000,1820.588,1821.765,1817.254,1817.565
1678294800000,1817.588,1818.148,1815.105,1815.498
1678298400000,1815.498,1816.018,1813.235,1814.475
1678302000000,1814.465,1816.275,1814.278,1816.195
1678305600000,1816.215,1816.285,1812.795,1813.305
1678309200000,1813.285,1814.495,1813.055,1813.305
1678312800000,1813.305,1813.305,1813.305,1813.305
1678316400000,1812.808,1815.275,1812.768,1815.175
1678320000000,1815.195,1816.345,1814.705,1815.725
1678323600000,1815.735,1816.338,1812.058,1812.178
1678327200000,1812.134,1813.955,1811.805,1813.005
1678330800000,1813.005,1813.855,1812.575,1813.598
1678334400000,1813.598,1814.495,1812.555,1814.205
1678338000000,1814.235,1816.005,1813.735,1814.875
1678341600000,1814.875,1815.545,1812.914,1813.295
1678345200000,1813.245,1815.465,1812.635,1814.648
1678348800000,1814.668,1818.965,1813.595,1817.065
1678352400000,1817.055,1819.045,1816.115,1816.955
1678356000000,1816.965,1818.235,1816.585,1817.985
1678359600000,1818.025,1820.275,1817.805,1818.605
